-0.294045,4.929523
-0.255117,5.159143
-0.945100,5.071982
-0.881998,5.060719
-1.676128,5.021447
-1.593765,4.369460
-2.545393,4.314337
-2.930057,3.971888
-2.834911,3.701186
-3.280623,4.089710
-3.240971,3.803317
-3.991553,3.558754
-3.962276,2.709145
-4.603421,2.568669
-4.257408,2.348151
-4.633026,2.283297
-4.884664,1.325799
-5.256410,1.458117
-5.111221,0.972196
-5.371656,0.343851
-5.242752,0.249449
-4.842913,-0.270900
-5.145317,-1.043435
-4.733602,-1.564764
-4.962289,-1.674187
-5.006501,-1.579985
-4.181259,-2.047496
-4.408570,-2.722088
-4.442846,-3.320280
-3.969284,-3.410436
-3.240933,-3.912183
-3.279161,-3.915948
-3.314023,-4.363981
-2.237441,-4.110808
-2.029469,-4.535749
-1.837536,-4.446281
-1.840333,-4.826181
-1.516125,-4.998681
-1.157922,-4.807846
-0.691746,-5.337244
0.132705,-5.116055
0.130305,-5.114737
0.425536,-4.876559
1.321466,-4.700327
1.845561,-4.814341
1.981812,-4.395862
2.297816,-4.818623
2.512776,-3.887289
2.780582,-4.422557
2.954069,-3.845650
3.643627,-3.795279
3.856216,-3.022059
4.443973,-2.809205
4.152984,-2.393584
4.650695,-2.426587
4.545297,-2.082082
4.517779,-1.750901
4.745523,-0.902353
5.001190,-0.910234
4.758698,-0.574436
4.995178,-0.289084
5.175850,0.141956
4.592160,0.651518
4.829534,1.548708
4.835965,1.598057
4.983206,1.989642
4.427491,2.529602
4.452092,2.528705
3.682945,2.573107
3.578709,2.889488
3.413550,3.244695
3.394027,3.840155
3.107912,3.704098
2.739624,4.000093
2.199711,4.551710
2.011978,4.723962
1.480082,4.931825
1.184300,5.124405
0.627756,4.823206
0.319151,5.290224
1.806828,6.794120
1.971477,6.875070
0.904828,6.691602
0.660777,6.932934
0.297142,6.755997
0.059957,6.963295
0.000310,6.153011
-0.753359,6.256537
-0.923253,6.226964
-1.014383,5.915032
-1.277536,5.227021
-1.951108,5.145535
-1.901290,4.741279
-2.411716,4.879867
-2.144410,4.098717
-2.585663,3.967921
-2.518690,3.758777
-2.667704,2.907805
-3.134698,3.161984
-3.251603,2.547421
-3.147018,1.968425
-2.828629,1.225680
-3.136852,0.894573
-2.836778,0.904422
-2.927226,0.081507
-2.337666,0.473586
-2.374953,-0.527075
-2.297913,-0.534441
-1.658381,-0.667057
-2.035063,-1.618904
-1.417298,-1.667094
-1.205533,-2.147724
-1.126940,-2.336392
-0.560008,-1.976336
0.123764,-2.146463
-0.145178,-2.316563
0.067090,-3.084794
0.670236,-3.172600
1.266221,-3.005959
1.323011,-2.740997
2.334522,-3.070521
2.185732,-2.611613
2.674490,-2.959001
3.349130,-2.652664
3.503284,-2.573148
4.129048,-2.657849
4.240796,-2.395940
4.999598,-2.160336
4.637928,-1.815047
5.432834,-1.546739
5.736627,-1.676488
5.881081,-1.516450
6.070424,-0.946494
6.033932,-0.595439
6.244367,-0.185969
6.831763,-0.280098
6.388280,0.620678
6.543072,0.612726
7.199707,1.079865
6.761660,1.817005
7.093872,2.103502
6.884623,2.559882
7.314078,2.927334
7.032943,3.337161
6.753511,3.876265
6.566365,4.164102
6.095812,4.103156
6.202629,4.333969
6.302746,4.935186
6.086309,5.608923
5.770555,5.198557
5.635611,6.173134
4.705689,5.879473
4.816736,5.911279
4.161790,6.455439
4.210500,6.926008
3.694929,6.692582
3.232188,6.871684
3.038599,7.169004
2.641751,6.628097
-8.817965,5.056073
-9.780417,5.042667
-10.657177,4.235103
-11.194275,4.449991
-11.521086,3.636848
-11.714159,3.004110
-12.064297,2.127164
-11.749710,1.798531
-11.750652,0.654865
-11.104400,0.066310
-10.518076,-0.777454
-10.176679,-0.601270
-9.471680,-1.016349
-8.963774,-0.842854
-7.828462,-0.428548
-7.586348,-0.586916
-6.652063,-0.189721
-6.015144,1.065525
-6.419057,1.722079
-5.892013,1.881490
-6.262311,2.782874
-6.653624,3.229429
-7.303084,4.585982
-7.903709,4.830430
-8.578069,4.803379
