-0.502335,2.134382
-0.410883,1.604363
-0.920926,1.911807
-1.750248,0.070735
-2.295978,-0.119369
-2.308971,-0.622967
-1.619805,-1.226643
-0.609625,-1.429985
-0.013740,-1.466514
1.070887,-1.448466
1.158796,-0.713316
1.799693,0.021837
1.967668,1.217236
1.629608,0.800223
0.945085,1.427470
-0.155803,25.220252
-1.528663,25.012313
-4.144549,22.923272
-4.985351,21.012299
-4.953446,19.563402
-3.924788,17.895528
-3.268296,15.538864
-1.170504,15.188228
1.367712,15.665452
3.074307,16.512767
4.585700,17.200803
5.269267,19.546170
4.316494,21.731313
3.544897,23.320951
1.708379,24.979926
10.305733,2.774243
8.954683,3.296436
7.278410,2.301565
7.549345,0.781519
6.513951,-0.642271
7.950944,-0.987408
8.500294,-2.149308
8.960504,-2.437146
10.126476,-2.709839
11.936500,-1.854424
12.216144,-1.441900
13.236525,0.183166
12.509346,0.992433
11.630609,1.807902
10.693570,2.403583
-11.817610,12.109486
-12.732554,11.371670
-13.614315,11.403701
-13.822918,10.622920
-13.503578,9.371294
-13.259923,8.666336
-13.313130,8.212164
-12.052798,7.822518
-11.549281,7.792640
-11.022510,7.842001
-10.481060,8.846664
-10.567780,10.384251
-10.493049,10.289740
-11.024841,11.143420
-10.835072,11.431348
-9.454259,-1.959028
-10.745310,-1.774245
-12.391380,-2.990724
-12.674291,-4.500338
-12.806680,-4.727790
-12.584972,-6.154391
-11.352613,-7.630689
-10.043663,-8.112023
-9.908640,-8.388004
-8.081219,-7.953154
-7.872639,-6.638654
-7.606734,-4.913730
-6.619366,-4.474882
-8.210889,-2.948075
-9.181313,-2.315228
9.859415,13.155809
8.596095,12.863415
7.781487,12.126410
6.844333,10.360726
6.701439,9.112563
7.899985,8.037242
8.059435,7.885456
9.193567,6.846711
10.496392,7.083764
12.346115,7.490093
13.104641,8.383930
12.392804,9.557135
12.304815,11.200795
11.728655,11.902525
11.560816,13.234979
-20.264337,-5.563578
-21.642444,-4.891488
-23.803848,-6.233672
-24.646053,-8.885330
-25.078085,-10.311113
-24.925815,-12.960307
-22.359930,-14.242638
-20.907527,-14.826176
-19.449969,-14.490843
-16.826364,-14.097100
-16.232515,-12.583188
-15.293992,-11.040753
-15.802521,-8.049038
-16.130167,-6.621825
-18.147642,-5.521752
19.483176,29.373787
16.422409,27.795005
12.957815,26.619018
12.027622,23.166275
11.261071,19.631131
12.513302,15.471663
14.424273,13.243392
18.062738,10.990259
21.914006,11.759433
25.864071,13.117696
28.108828,15.623593
29.350423,19.288103
28.239291,23.031666
27.272874,25.990878
23.701929,28.231277
