0.047469,5.072442
-0.207351,5.095133
-0.369992,4.908939
-0.605503,4.938831
-0.775207,4.862464
-1.139502,4.971241
-1.339724,4.910805
-1.504238,4.735560
-1.684204,4.729931
-1.830964,4.614190
-1.972823,4.634377
-2.216705,4.534846
-2.499770,4.416107
-2.558747,4.204275
-2.726130,4.154924
-2.881824,4.076311
-3.160471,3.970895
-3.221557,3.791508
-3.427735,3.589032
-3.547100,3.461199
-3.681702,3.382829
-3.855405,3.195477
-4.048342,3.091611
-4.071753,2.850833
-4.291167,2.705589
-4.234730,2.558730
-4.483881,2.245563
-4.590685,2.161980
-4.677367,2.005794
-4.782898,1.710286
-4.783096,1.535231
-4.872855,1.318050
-4.962041,1.213748
-4.948022,0.933233
-4.959509,0.713110
-5.050779,0.554494
-5.064858,0.228742
-5.075204,0.187564
-4.917696,-0.050446
-4.920166,-0.308974
-4.986719,-0.493161
-4.880960,-0.728755
-5.002771,-0.891249
-4.883314,-1.154158
-4.810229,-1.306431
-4.700594,-1.623610
-4.743006,-1.666465
-4.692451,-1.978945
-4.437083,-2.103699
-4.392024,-2.365901
-4.328356,-2.558479
-4.209750,-2.621858
-4.021275,-2.794352
-3.916605,-3.100803
-3.809853,-3.279649
-3.688711,-3.439489
-3.563070,-3.465347
-3.495055,-3.704894
-3.179455,-3.820001
-3.164930,-3.827245
-2.958815,-4.066623
-2.791436,-4.180553
-2.614162,-4.359224
-2.387469,-4.418162
-2.239328,-4.440433
-2.019341,-4.513370
-1.823207,-4.659143
-1.700538,-4.726239
-1.369272,-4.741961
-1.284364,-4.917886
-1.071462,-4.881702
-0.811947,-4.976250
-0.673435,-4.989170
-0.482288,-5.055638
-0.277953,-5.066680
-0.029505,-5.078592
0.243228,-4.997027
0.344597,-5.067830
0.686795,-5.040559
0.806492,-4.877871
1.086725,-4.826948
1.245800,-4.853087
1.492811,-4.742598
1.584190,-4.630599
1.940099,-4.696596
2.117964,-4.497996
2.203020,-4.481407
2.499088,-4.427113
2.539284,-4.275926
2.802314,-4.091411
2.880013,-4.058620
3.022504,-3.895661
3.178598,-3.782338
3.367333,-3.623523
3.487990,-3.468356
3.726002,-3.419064
3.884406,-3.092902
3.966672,-2.929794
4.076294,-2.810352
4.145308,-2.773034
4.404570,-2.588944
4.494734,-2.250415
4.549673,-2.196164
4.612030,-1.850443
4.679787,-1.776876
4.762528,-1.559244
4.761436,-1.312822
4.833709,-1.095721
4.975360,-1.029104
4.997560,-0.739908
4.888826,-0.614954
5.079853,-0.402560
4.945783,-0.179100
5.029176,0.136938
4.983479,0.302673
4.965028,0.594188
4.997723,0.641557
4.973286,0.946681
4.809425,1.189517
4.892909,1.269880
4.710081,1.481637
4.692381,1.704754
4.539138,2.000840
4.602345,2.087538
4.449079,2.296086
4.392139,2.422719
4.227166,2.661773
4.067103,2.891760
3.941970,3.004587
3.861767,3.221302
3.655553,3.252697
3.498684,3.476566
3.437889,3.576734
3.187523,3.712578
3.127594,3.922794
3.002045,4.041103
2.672309,4.066673
2.507594,4.354341
2.356908,4.322496
2.226380,4.383716
2.015560,4.570359
