0.418134,6.288035
-2.440420,5.481273
-4.458869,4.014784
-5.706339,1.854102
-5.967131,-0.627171
-5.196152,-3.000000
-3.526712,-4.854102
-1.247470,-5.868886
1.083211,-5.513203
3.526712,-4.854102
5.196152,-3.000000
5.967131,-0.627171
5.706339,1.854102
4.458869,4.014784
2.440420,5.481273
8.000000,6.000000
5.780652,5.139320
3.541131,4.014784
2.293661,1.854102
2.032869,-0.627171
2.803848,-3.000000
4.473288,-4.854102
6.752530,-5.868886
9.247470,-5.868886
11.180369,-5.033434
13.196152,-3.000000
13.967131,-0.627171
13.706339,1.854102
12.458869,4.014784
10.440420,5.481273
4.000000,6.000000
1.559580,5.481273
-0.517574,4.478894
-1.706339,1.854102
-1.967131,-0.627171
-1.196152,-3.000000
0.473288,-4.854102
2.752530,-5.868886
5.247470,-5.868886
7.526712,-4.854102
9.405015,-3.339696
9.967131,-0.627171
9.706339,1.854102
8.458869,4.014784
6.440420,5.481273
