-1.139394,0.511646
-1.587785,0.809017
-1.951057,0.309017
-1.951057,-0.309017
-1.587785,-0.809017
-1.000000,-1.000000
-0.910586,-1.379130
-0.048943,-0.309017
-0.048943,0.309017
-0.412215,0.809017
-1.000000,1.500000
-1.881678,1.213525
-1.434686,-0.009091
-2.426585,-0.463525
-1.881678,-1.213525
-1.000000,-1.500000
-0.118322,-1.213525
0.426585,-0.463525
0.022224,0.343948
-0.118322,1.213525
0.000000,3.000000
-1.763356,2.427051
-2.853170,0.927051
-2.853170,-0.927051
-2.280798,-1.613873
-0.000000,-3.000000
1.763356,-2.427051
2.853170,-0.927051
2.853170,0.927051
1.763356,2.427051
0.704892,1.835194
0.412215,0.809017
0.048943,0.309017
0.048943,-0.309017
0.412215,-0.809017
1.000000,-1.000000
2.055808,-0.175239
1.951057,-0.309017
1.951057,0.309017
1.587785,0.809017
1.000000,1.500000
0.118322,1.213525
-0.249149,0.164717
-0.426585,-0.463525
0.118322,-1.213525
1.000000,-1.500000
1.881678,-1.213525
2.426585,-0.463525
2.751026,-0.019227
1.881678,1.213525
